train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
1.8838448524475098,0,49,,,,
1.6970806121826172,0,99,,,,
1.493050217628479,0,149,,,,
,0,156,1.5186374187469482,0.42980000376701355,,
1.553029179573059,1,199,,,,
1.377846360206604,1,249,,,,
1.1906625032424927,1,299,,,,
,1,313,1.5713520050048828,0.5040000081062317,,
1.037657618522644,2,349,,,,
1.026999831199646,2,399,,,,
1.0476226806640625,2,449,,,,
,2,470,1.5227545499801636,0.5266000032424927,,
0.9700843691825867,3,499,,,,
0.8710517883300781,3,549,,,,
1.0788036584854126,3,599,,,,
,3,627,1.1983752250671387,0.6513000130653381,,
0.7810990214347839,4,649,,,,
0.6254231333732605,4,699,,,,
0.8249618411064148,4,749,,,,
,4,784,0.8429511785507202,0.7207000255584717,,
0.6630483865737915,5,799,,,,
0.7722508311271667,5,849,,,,
0.7556989192962646,5,899,,,,
,5,941,0.9899125695228577,0.6861000061035156,,
0.6621882319450378,6,949,,,,
0.5702566504478455,6,999,,,,
0.6703226566314697,6,1049,,,,
,6,1098,0.8734825253486633,0.7195000052452087,,
0.5920963287353516,7,1099,,,,
0.594791829586029,7,1149,,,,
0.5924532413482666,7,1199,,,,
0.6636359095573425,7,1249,,,,
,7,1255,0.7297364473342896,0.7659000158309937,,
0.47129249572753906,8,1299,,,,
0.4590565860271454,8,1349,,,,
0.4380373954772949,8,1399,,,,
,8,1412,0.632764458656311,0.7788000106811523,,
0.412188857793808,9,1449,,,,
0.4993412494659424,9,1499,,,,
0.4777090847492218,9,1549,,,,
,9,1569,0.7240570187568665,0.7670999765396118,,
0.4428316354751587,10,1599,,,,
0.3468019366264343,10,1649,,,,
0.3590795397758484,10,1699,,,,
,10,1726,0.7101570963859558,0.7720000147819519,,
0.34790122509002686,11,1749,,,,
0.4752761125564575,11,1799,,,,
0.407467782497406,11,1849,,,,
,11,1883,0.5046245455741882,0.8306000232696533,,
0.40601277351379395,12,1899,,,,
0.3424563705921173,12,1949,,,,
0.3436896502971649,12,1999,,,,
,12,2040,0.5664053559303284,0.8209999799728394,,
0.3651757538318634,13,2049,,,,
0.33686479926109314,13,2099,,,,
0.3787737786769867,13,2149,,,,
,13,2197,0.44099605083465576,0.8465999960899353,,
0.3181007504463196,14,2199,,,,
0.2753593325614929,14,2249,,,,
0.2873638868331909,14,2299,,,,
0.29261019825935364,14,2349,,,,
,14,2354,0.5943426489830017,0.8115000128746033,,
0.26177525520324707,15,2399,,,,
0.34895947575569153,15,2449,,,,
0.3078913986682892,15,2499,,,,
,15,2511,0.4813288450241089,0.8432000279426575,,
0.2283768653869629,16,2549,,,,
0.2549518644809723,16,2599,,,,
0.32591092586517334,16,2649,,,,
,16,2668,0.448321670293808,0.8560000061988831,,
0.3289107084274292,17,2699,,,,
0.2515440881252289,17,2749,,,,
0.2840690016746521,17,2799,,,,
,17,2825,0.5404098033905029,0.824400007724762,,
0.28579622507095337,18,2849,,,,
0.23499996960163116,18,2899,,,,
0.25249403715133667,18,2949,,,,
,18,2982,0.41801944375038147,0.8671000003814697,,
0.17340022325515747,19,2999,,,,
0.23330523073673248,19,3049,,,,
0.21901290118694305,19,3099,,,,
,19,3139,0.374104380607605,0.8792999982833862,,
0.21532227098941803,20,3149,,,,
0.15860742330551147,20,3199,,,,
0.1921670138835907,20,3249,,,,
,20,3296,0.3916041851043701,0.8755999803543091,,
0.21669355034828186,21,3299,,,,
0.24428793787956238,21,3349,,,,
0.21252645552158356,21,3399,,,,
0.23949488997459412,21,3449,,,,
,21,3453,0.37303510308265686,0.8805999755859375,,
0.12414266169071198,22,3499,,,,
0.12359824776649475,22,3549,,,,
0.18973319232463837,22,3599,,,,
,22,3610,0.34468692541122437,0.8895000219345093,,
0.17597709596157074,23,3649,,,,
0.16971153020858765,23,3699,,,,
0.26222583651542664,23,3749,,,,
,23,3767,0.3147789239883423,0.897599995136261,,
0.1464177668094635,24,3799,,,,
0.16821248829364777,24,3849,,,,
0.12922322750091553,24,3899,,,,
,24,3924,0.352897971868515,0.8950999975204468,,
0.12180014699697495,25,3949,,,,
0.10833027958869934,25,3999,,,,
0.1271613985300064,25,4049,,,,
,25,4081,0.3114275336265564,0.9021999835968018,,
0.09742390364408493,26,4099,,,,
0.07036957889795303,26,4149,,,,
0.12243089824914932,26,4199,,,,
,26,4238,0.30091404914855957,0.9107999801635742,,
0.10676048696041107,27,4249,,,,
0.06359430402517319,27,4299,,,,
0.08505798131227493,27,4349,,,,
,27,4395,0.290631502866745,0.9140999913215637,,
0.06949152052402496,28,4399,,,,
0.02683720365166664,28,4449,,,,
0.10257608443498611,28,4499,,,,
0.02580145373940468,28,4549,,,,
,28,4552,0.2604830265045166,0.9215999841690063,,
0.023825688287615776,29,4599,,,,
0.02445073612034321,29,4649,,,,
0.037533391267061234,29,4699,,,,
,29,4709,0.25152647495269775,0.9261000156402588,,
,30,4710,,,0.2805619537830353,0.9204999804496765
